Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR23610875_GSM7062173_P_4T_17_Homo_sapiens_RNA-Seq	(1, 36.53191894684832)	(2, 36.66601415689191)	(3, 36.71993297653779)	(4, 36.740488392475804)	(5, 36.791411617354846)	(6, 36.80470306492236)	(7, 25.339348715975895)	(8, 36.63130199993768)	(9, 23.93475827726857)	(10, 36.74143471523516)	(12, 36.79053183821932)	(14, 36.7901654710568)	(16, 36.79273313449213)	(18, 36.78614607019537)	(20, 36.77086614180317)	(22, 36.755104889460725)	(24, 36.723960915033366)	(26, 36.708429895492515)	(28, 36.70542427011947)	(30, 36.69095919559541)	(32, 36.68979674812411)	(34, 36.68204473897095)	(36, 36.65998716997372)	(38, 36.650886893715295)	(40, 36.64346909039256)	(42, 36.6598380824186)	(44, 36.63622136965659)	(46, 36.62434590826628)	(48, 36.61766201245611)	(50, 36.63805128594264)	(52, 36.629661939145436)	(54, 36.595225873777444)	(56, 36.595983216794195)	(58, 36.57796342951389)	(60, 36.55908130991253)	(62, 36.4834451487222)	(64, 36.512658742410835)	(66, 36.514879879230634)	(68, 36.493835416907636)	(70, 36.49673063548267)	(72, 36.480792129907655)	(74, 36.449340553887)	(76, 36.386022302917695)	(78, 36.38561873537002)	(80, 36.353306417487666)	(82, 36.285038106494426)	(84, 36.293128129020175)	(86, 36.208806653780975)	(88, 36.227376736135405)	(90, 36.192212093072996)	(92, 36.14986918470033)	(94, 36.14275600363975)	(96, 36.04192795709496)	(98, 36.00069583592396)	(100, 34.05689597633742)
SRR23610883_GSM7062141_I_6M_1_Homo_sapiens_RNA-Seq	(1, 36.66572137023292)	(2, 36.69058428712511)	(3, 36.76321569656647)	(4, 36.75550589577093)	(5, 36.7746649736472)	(6, 36.79477447055771)	(7, 24.21389972602257)	(8, 36.773361625102616)	(9, 23.536429141617536)	(10, 36.79020321201624)	(12, 36.764216590879784)	(14, 36.76187326611289)	(16, 36.768078148450186)	(18, 36.75372594665823)	(20, 36.73333951739156)	(22, 36.695742819734306)	(24, 36.67780607821767)	(26, 36.65359083836657)	(28, 36.642591417144)	(30, 36.638544201915316)	(32, 36.64575581895035)	(34, 36.63053361206934)	(36, 36.59423719594974)	(38, 36.585045362887755)	(40, 36.58813325008357)	(42, 36.60047536403404)	(44, 36.58072113306601)	(46, 36.57272896864865)	(48, 36.58582247362398)	(50, 36.55888799524054)	(52, 36.56396869620771)	(54, 36.55459811851543)	(56, 36.52189586320826)	(58, 36.52477158971499)	(60, 36.47916737855229)	(62, 36.43971840760362)	(64, 36.41885821158036)	(66, 36.44836005143148)	(68, 36.42803612255797)	(70, 36.433208368101994)	(72, 36.42064543225728)	(74, 36.40499429300081)	(76, 36.37045908743312)	(78, 36.36132302877884)	(80, 36.31715846432775)	(82, 36.30733366979938)	(84, 36.294125480955756)	(86, 36.237848653273204)	(88, 36.197329866503395)	(90, 36.17271790471175)	(92, 36.16238902746584)	(94, 36.13739663212011)	(96, 36.08176017820788)	(98, 35.96810538312205)	(100, 35.75083249924678)
SRR23610889_GSM7062135_I_4T_9_Homo_sapiens_RNA-Seq	(1, 36.66260832399585)	(2, 36.68643084136824)	(3, 36.7617613082024)	(4, 36.75474567830523)	(5, 36.77314152355032)	(6, 36.791705677157026)	(7, 24.935296658298814)	(8, 36.76913032724753)	(9, 23.601750039803218)	(10, 36.77144458808093)	(12, 36.758052015544784)	(14, 36.758739768403686)	(16, 36.766380484040496)	(18, 36.75363056239526)	(20, 36.731737728893364)	(22, 36.69371800412041)	(24, 36.67662112333251)	(26, 36.65048408039043)	(28, 36.64165619720535)	(30, 36.633810859830255)	(32, 36.63726643863748)	(34, 36.62610149417564)	(36, 36.591085328565185)	(38, 36.582002600932505)	(40, 36.58276213566772)	(42, 36.59531066624284)	(44, 36.573024114165065)	(46, 36.56162472714628)	(48, 36.573042175300245)	(50, 36.544282755664604)	(52, 36.55109932837167)	(54, 36.54034796114031)	(56, 36.504337818153346)	(58, 36.51111174771262)	(60, 36.45873954868739)	(62, 36.42288260698298)	(64, 36.40964491351055)	(66, 36.43798515273566)	(68, 36.413229393335214)	(70, 36.418407025838846)	(72, 36.408005102717276)	(74, 36.393776376927775)	(76, 36.35861414399128)	(78, 36.347424013456475)	(80, 36.305627720230916)	(82, 36.29750397913263)	(84, 36.290779105221525)	(86, 36.23338262602377)	(88, 36.18683366668079)	(90, 36.16640482081766)	(92, 36.15377586133627)	(94, 36.133276506873436)	(96, 36.07698184336)	(98, 35.95967797339648)	(100, 35.743262402749124)
SRR23610891_GSM7062133_I_4T_17_Homo_sapiens_RNA-Seq	(1, 36.56117419426299)	(2, 36.684370124208456)	(3, 36.73560767096024)	(4, 36.75274010846481)	(5, 36.79869127388017)	(6, 36.81014318317768)	(7, 25.70384559958409)	(8, 36.63893537044828)	(9, 24.57499137139238)	(10, 36.75281134099146)	(12, 36.79691379520813)	(14, 36.79894305234953)	(16, 36.7957477371108)	(18, 36.78719239170892)	(20, 36.768268401005734)	(22, 36.752784012173336)	(24, 36.722578564818306)	(26, 36.70690529956488)	(28, 36.698666596828495)	(30, 36.6818089326601)	(32, 36.67419187908243)	(34, 36.66222837295304)	(36, 36.62062737511282)	(38, 36.607931817724044)	(40, 36.61149113337065)	(42, 36.639949673619284)	(44, 36.613892106229116)	(46, 36.59568660205872)	(48, 36.59187080691221)	(50, 36.61613147075708)	(52, 36.61128276134476)	(54, 36.5755829562011)	(56, 36.56996319567728)	(58, 36.548870189077746)	(60, 36.51649219442413)	(62, 36.44292564007022)	(64, 36.47345281958675)	(66, 36.495697962996886)	(68, 36.46838586468545)	(70, 36.47283644842348)	(72, 36.465852110298286)	(74, 36.44283163585345)	(76, 36.3748307740502)	(78, 36.37900241906333)	(80, 36.344083533465906)	(82, 36.27824256825795)	(84, 36.28524409918593)	(86, 36.20323701769463)	(88, 36.22196754410828)	(90, 36.179497160313204)	(92, 36.135267800178454)	(94, 36.135024244033076)	(96, 36.033609738731776)	(98, 35.98244601411838)	(100, 34.10005383393101)
SRR23610894_GSM7062130_I_3T_9_Homo_sapiens_RNA-Seq	(1, 36.561678653234736)	(2, 36.6860584667867)	(3, 36.7352200060777)	(4, 36.752522489110795)	(5, 36.80176555449178)	(6, 36.8124841113983)	(7, 25.646309106415238)	(8, 36.63389034659208)	(9, 24.342862709410955)	(10, 36.74180589275153)	(12, 36.79379233556727)	(14, 36.79661797429723)	(16, 36.798047785071745)	(18, 36.78969912134807)	(20, 36.772046608067754)	(22, 36.75554509083781)	(24, 36.724979166794995)	(26, 36.71238926205539)	(28, 36.70602764100696)	(30, 36.69151800559126)	(32, 36.6838334490175)	(34, 36.67765841182185)	(36, 36.65231185124457)	(38, 36.64071326530761)	(40, 36.63736006992293)	(42, 36.65288832446366)	(44, 36.63375035329645)	(46, 36.61404897132754)	(48, 36.6080833591551)	(50, 36.63202938627245)	(52, 36.6243279881885)	(54, 36.587373751866515)	(56, 36.585424352203404)	(58, 36.56435832459355)	(60, 36.548047981938936)	(62, 36.477622397030444)	(64, 36.50496753994107)	(66, 36.50890499422341)	(68, 36.48740327025635)	(70, 36.488657044349495)	(72, 36.47659988610167)	(74, 36.44897919283535)	(76, 36.381026154054936)	(78, 36.387862593153514)	(80, 36.35568458291446)	(82, 36.28783534355833)	(84, 36.29548647141213)	(86, 36.211778675337214)	(88, 36.235831238119346)	(90, 36.202120845014214)	(92, 36.16240294477378)	(94, 36.16037467828596)	(96, 36.05819156239019)	(98, 36.01281798677877)	(100, 34.08113031821273)
SRR23610896_GSM7062128_I_3T_17_Homo_sapiens_RNA-Seq	(1, 36.66964143062779)	(2, 36.69413085958192)	(3, 36.76571197438493)	(4, 36.75846679128829)	(5, 36.775757994544925)	(6, 36.791684188202964)	(7, 24.412018918105343)	(8, 36.76558809084004)	(9, 23.519495624085785)	(10, 36.78284770283831)	(12, 36.76253700519834)	(14, 36.759135934226045)	(16, 36.76424646449916)	(18, 36.753031567779665)	(20, 36.73227175677242)	(22, 36.69544831881966)	(24, 36.676439674926144)	(26, 36.650804878993114)	(28, 36.63909714046534)	(30, 36.631839087002604)	(32, 36.634891231753926)	(34, 36.62760047442609)	(36, 36.596978725752834)	(38, 36.59025506392508)	(40, 36.58654967276586)	(42, 36.594169195348854)	(44, 36.57218543394605)	(46, 36.56477335777943)	(48, 36.57568361903399)	(50, 36.54476259134623)	(52, 36.54491824091005)	(54, 36.535526075683904)	(56, 36.5080163896998)	(58, 36.51683578027797)	(60, 36.47074678111812)	(62, 36.432339725928124)	(64, 36.411099496695684)	(66, 36.43461120917151)	(68, 36.41436791491141)	(70, 36.423865711158726)	(72, 36.40874916935331)	(74, 36.393181822457336)	(76, 36.36026674952739)	(78, 36.35255142676891)	(80, 36.314597574365585)	(82, 36.30211753884657)	(84, 36.293702377261155)	(86, 36.23568377791249)	(88, 36.19111318560117)	(90, 36.17323298526772)	(92, 36.16004620562898)	(94, 36.1407143232268)	(96, 36.0818057680424)	(98, 35.97035290100878)	(100, 35.752193462448886)
SRR23610899_GSM7062125_I_2T_9_Homo_sapiens_RNA-Seq	(1, 36.54350299527643)	(2, 36.671262606261685)	(3, 36.720996396331834)	(4, 36.74098460398487)	(5, 36.78606874643199)	(6, 36.79698818181385)	(7, 25.486806209178873)	(8, 36.613591815708396)	(9, 24.545532971381817)	(10, 36.73350716623564)	(12, 36.7856359206161)	(14, 36.78869122825342)	(16, 36.7893546941402)	(18, 36.77892003616236)	(20, 36.7599544806522)	(22, 36.74265933828755)	(24, 36.70907165290771)	(26, 36.6916747826819)	(28, 36.6769463260171)	(30, 36.660150580709384)	(32, 36.65896251109312)	(34, 36.645990205087394)	(36, 36.62710275265792)	(38, 36.61968483297889)	(40, 36.62349265575684)	(42, 36.64234742886997)	(44, 36.619857843394364)	(46, 36.60304851731786)	(48, 36.59031818871253)	(50, 36.617672425450756)	(52, 36.61166516166464)	(54, 36.579978577597416)	(56, 36.58678044893089)	(58, 36.565677668257564)	(60, 36.54656149876595)	(62, 36.47323592007958)	(64, 36.494211598674994)	(66, 36.49161836423963)	(68, 36.46439176123616)	(70, 36.473747357094794)	(72, 36.46420379056086)	(74, 36.436926170488704)	(76, 36.36552388715129)	(78, 36.36639074110428)	(80, 36.34013657746753)	(82, 36.27124971251376)	(84, 36.27512126593366)	(86, 36.18894468265391)	(88, 36.21034789431082)	(90, 36.171809854209656)	(92, 36.115976763713775)	(94, 36.12449727240886)	(96, 36.023188010669)	(98, 35.968711184020805)	(100, 34.01162158388326)
SRR23610901_GSM7062123_I_2T_17_Homo_sapiens_RNA-Seq	(1, 36.67073018652826)	(2, 36.69160460117735)	(3, 36.76065961207617)	(4, 36.75190276858209)	(5, 36.767804521845946)	(6, 36.783904354989204)	(7, 24.920058607333242)	(8, 36.78706650549908)	(9, 23.64973570839857)	(10, 36.79695845444431)	(12, 36.77291658505426)	(14, 36.76804851647563)	(16, 36.769323907788376)	(18, 36.7574195556723)	(20, 36.73666900300722)	(22, 36.7000878600388)	(24, 36.68225596301041)	(26, 36.6567830545393)	(28, 36.64531038943599)	(30, 36.64468358376595)	(32, 36.65179135166084)	(34, 36.63930360592762)	(36, 36.611655715867755)	(38, 36.606808810067974)	(40, 36.601652273881044)	(42, 36.60914903843698)	(44, 36.59148019958566)	(46, 36.58853701568187)	(48, 36.59751858500714)	(50, 36.56587601665322)	(52, 36.568729748774786)	(54, 36.559001080939936)	(56, 36.534648717560636)	(58, 36.53991508327677)	(60, 36.5019009586843)	(62, 36.466083309194744)	(64, 36.438854134199445)	(66, 36.454776161750644)	(68, 36.435976421181536)	(70, 36.44936691446876)	(72, 36.43152777120889)	(74, 36.41340012317171)	(76, 36.381549678849964)	(78, 36.371708286492904)	(80, 36.33278962422901)	(82, 36.323314211496296)	(84, 36.31351170079973)	(86, 36.25849941374122)	(88, 36.21580032995544)	(90, 36.19016498764392)	(92, 36.180004268443355)	(94, 36.15727135696066)	(96, 36.10226259267648)	(98, 35.99074028378632)	(100, 35.77951613031152)
SRR23610913_GSM7062111_C_8M_1_Homo_sapiens_RNA-Seq	(1, 36.565024105176455)	(2, 36.68782696049467)	(3, 36.73915350991065)	(4, 36.755790632628454)	(5, 36.80301003225961)	(6, 36.81364445498875)	(7, 25.122908329453825)	(8, 36.614217018209814)	(9, 24.086077899037285)	(10, 36.72028995968296)	(12, 36.78460092541197)	(14, 36.79042251950199)	(16, 36.789833319158205)	(18, 36.78288023286004)	(20, 36.76368963857958)	(22, 36.74289740971831)	(24, 36.71340065701585)	(26, 36.69751005767163)	(28, 36.68824197078581)	(30, 36.67189247577314)	(32, 36.6646666071341)	(34, 36.65102860483029)	(36, 36.61905886600841)	(38, 36.60565027594998)	(40, 36.60554827506839)	(42, 36.629027445172156)	(44, 36.60407653119344)	(46, 36.580389434542965)	(48, 36.56528120081907)	(50, 36.602017847663255)	(52, 36.588511498323626)	(54, 36.5503006843512)	(56, 36.54777766244996)	(58, 36.52676075587042)	(60, 36.48108369717673)	(62, 36.393473803111554)	(64, 36.425759884816046)	(66, 36.464969921141716)	(68, 36.44715946683593)	(70, 36.44944429987106)	(72, 36.449558102310455)	(74, 36.42146612467991)	(76, 36.35285240605852)	(78, 36.358297572271425)	(80, 36.317594226550796)	(82, 36.25556306556163)	(84, 36.26747351089852)	(86, 36.168409730489245)	(88, 36.19563900276262)	(90, 36.16984760338376)	(92, 36.120100124215135)	(94, 36.125533401860785)	(96, 36.022890037936016)	(98, 35.97738838798325)	(100, 33.998976024178)
SRR23610918_GSM7062106_C_7M_1_Homo_sapiens_RNA-Seq	(1, 36.541843667251484)	(2, 36.67149604265136)	(3, 36.72373749344367)	(4, 36.741559955392674)	(5, 36.79119326837632)	(6, 36.796991622481166)	(7, 25.41030355561354)	(8, 36.57302598941193)	(9, 24.152564098729783)	(10, 36.700743804340874)	(12, 36.771998790981485)	(14, 36.77799070394113)	(16, 36.779572727473244)	(18, 36.773222669882244)	(20, 36.754634653932925)	(22, 36.73346845952423)	(24, 36.7021262282792)	(26, 36.68749026534064)	(28, 36.6791521976939)	(30, 36.66081483816343)	(32, 36.65355796343417)	(34, 36.64444434405743)	(36, 36.61423671800491)	(38, 36.59928145607965)	(40, 36.59951295403004)	(42, 36.62259735451829)	(44, 36.59986454267102)	(46, 36.579481450183636)	(48, 36.56719054565388)	(50, 36.59685099586125)	(52, 36.58340416717634)	(54, 36.54401475532866)	(56, 36.540595678815485)	(58, 36.52195446855536)	(60, 36.48078587384838)	(62, 36.3926945699031)	(64, 36.42629975099928)	(66, 36.462320742927105)	(68, 36.440452685206296)	(70, 36.44612570802441)	(72, 36.438810607099484)	(74, 36.407971433872135)	(76, 36.33755236365269)	(78, 36.34234092705867)	(80, 36.30535547168148)	(82, 36.23848257284865)	(84, 36.24630281680729)	(86, 36.15395205618032)	(88, 36.178597060580486)	(90, 36.14831060878585)	(92, 36.09769497889853)	(94, 36.10287139031296)	(96, 35.996766063803456)	(98, 35.9539770767194)	(100, 33.97065517649383)
SRR23610923_GSM7062101_C_6M_1_Homo_sapiens_RNA-Seq	(1, 36.519262998630516)	(2, 36.65784277844594)	(3, 36.71380107281941)	(4, 36.73337439271583)	(5, 36.783600665406375)	(6, 36.798936257490624)	(7, 25.3289956238883)	(8, 36.61406837579983)	(9, 24.080361958724556)	(10, 36.72390910922863)	(12, 36.77860565672999)	(14, 36.77825877573994)	(16, 36.77879708616089)	(18, 36.77392407253217)	(20, 36.75717376610527)	(22, 36.73690285604046)	(24, 36.70044992486464)	(26, 36.684072400644816)	(28, 36.680555897492766)	(30, 36.668063150879874)	(32, 36.66083394070205)	(34, 36.6477146296953)	(36, 36.62126531391231)	(38, 36.613864676562734)	(40, 36.61084261176912)	(42, 36.628149197192215)	(44, 36.60472020597442)	(46, 36.583786936439836)	(48, 36.57011610619004)	(50, 36.601607199024095)	(52, 36.59088146540549)	(54, 36.55088549551083)	(56, 36.55369913030019)	(58, 36.53150689344147)	(60, 36.513877947974066)	(62, 36.44142750257314)	(64, 36.46363714693651)	(66, 36.47031594466776)	(68, 36.45157204379598)	(70, 36.45979466491762)	(72, 36.44586177176326)	(74, 36.41714132080587)	(76, 36.344748884973725)	(78, 36.35346739820473)	(80, 36.31805007544648)	(82, 36.24977203020754)	(84, 36.258040464861686)	(86, 36.16867305528994)	(88, 36.1905106898748)	(90, 36.16421823462183)	(92, 36.12282022219475)	(94, 36.12127453721096)	(96, 36.0149999746584)	(98, 35.9746043378437)	(100, 34.01664830495668)
SRR23610929_GSM7062095_C_4T_9_Homo_sapiens_RNA-Seq	(1, 36.554008942502854)	(2, 36.679086720828074)	(3, 36.72955332547284)	(4, 36.74821736613765)	(5, 36.79742544038224)	(6, 36.80544690273739)	(7, 25.512749042115708)	(8, 36.604932330408054)	(9, 24.071034985243976)	(10, 36.72144921400989)	(12, 36.783374112456336)	(14, 36.7861582408961)	(16, 36.787118175090285)	(18, 36.779139524827855)	(20, 36.76168434001325)	(22, 36.74146660612787)	(24, 36.70924530781982)	(26, 36.69352174835991)	(28, 36.68272788770821)	(30, 36.6654178565249)	(32, 36.65687468271726)	(34, 36.64777186750932)	(36, 36.61710389246821)	(38, 36.603193052066466)	(40, 36.60316559300047)	(42, 36.626090423467005)	(44, 36.5994228545525)	(46, 36.57758324330605)	(48, 36.56643448598134)	(50, 36.59410216934441)	(52, 36.58131309683002)	(54, 36.544542387354454)	(56, 36.55180253573502)	(58, 36.534690702878535)	(60, 36.51112824755867)	(62, 36.43704049354959)	(64, 36.46326486152436)	(66, 36.47194711307402)	(68, 36.450428363012016)	(70, 36.459916372673845)	(72, 36.44646801380182)	(74, 36.4186938780718)	(76, 36.34649985266719)	(78, 36.349763738643645)	(80, 36.31780422347448)	(82, 36.25528743371218)	(84, 36.26185947393168)	(86, 36.17064887221244)	(88, 36.18986424423174)	(90, 36.15821639305848)	(92, 36.10809082391785)	(94, 36.11166751261591)	(96, 36.011956356283505)	(98, 35.96220178315917)	(100, 34.01025220947908)
SRR23610931_GSM7062093_C_4T_17_Homo_sapiens_RNA-Seq	(1, 36.564877249368145)	(2, 36.686889749859226)	(3, 36.73722254129259)	(4, 36.75642114045935)	(5, 36.80449037394839)	(6, 36.81522351035191)	(7, 25.302546755241433)	(8, 36.62961684741431)	(9, 24.07261831222792)	(10, 36.730911757607956)	(12, 36.78886090631366)	(14, 36.792578277730904)	(16, 36.79283689309854)	(18, 36.78568822854834)	(20, 36.76845534250292)	(22, 36.75201627774747)	(24, 36.72009253792746)	(26, 36.70559240088187)	(28, 36.69714004660341)	(30, 36.67921684601822)	(32, 36.67233623602847)	(34, 36.664256252195294)	(36, 36.634439950876285)	(38, 36.62201313502217)	(40, 36.618564587360005)	(42, 36.63961298852106)	(44, 36.61410812288766)	(46, 36.5928862344701)	(48, 36.58586839351517)	(50, 36.61131935524631)	(52, 36.59646644180725)	(54, 36.55985459621598)	(56, 36.56494315423355)	(58, 36.54666719322641)	(60, 36.52051399143426)	(62, 36.44450886841591)	(64, 36.47199374182915)	(66, 36.48534015430632)	(68, 36.46392897731549)	(70, 36.47081345825213)	(72, 36.459019945470956)	(74, 36.42789333494301)	(76, 36.356624446179055)	(78, 36.36008844343084)	(80, 36.32819269094337)	(82, 36.26033689134118)	(84, 36.267468662664164)	(86, 36.179889417639856)	(88, 36.19660452691441)	(90, 36.1650498192476)	(92, 36.12088642425266)	(94, 36.12738107725603)	(96, 36.02225053596416)	(98, 35.982201146735726)	(100, 34.016406863608935)
SRR23610934_GSM7062090_C_3T_9_Homo_sapiens_RNA-Seq	(1, 36.65709195101992)	(2, 36.685043677175116)	(3, 36.76265523251866)	(4, 36.75580451611066)	(5, 36.77602177116994)	(6, 36.79306723712463)	(7, 24.234179299941047)	(8, 36.76897359884201)	(9, 23.565444143066966)	(10, 36.77818776221012)	(12, 36.76004628575003)	(14, 36.75726256632157)	(16, 36.761553569791076)	(18, 36.74959629374867)	(20, 36.729726301871864)	(22, 36.69024953033083)	(24, 36.67368939044162)	(26, 36.64832994170379)	(28, 36.637981167503426)	(30, 36.633316008034605)	(32, 36.637933522430984)	(34, 36.62571168084193)	(36, 36.599882910301346)	(38, 36.59389470125343)	(40, 36.59266890477542)	(42, 36.602359043519165)	(44, 36.57940080454691)	(46, 36.56615603818075)	(48, 36.57245106390108)	(50, 36.549478500268805)	(52, 36.55477075332071)	(54, 36.5466781709365)	(56, 36.51678374913828)	(58, 36.51844723817567)	(60, 36.48394708186554)	(62, 36.455351561302756)	(64, 36.4326075757866)	(66, 36.437952295172714)	(68, 36.421615482434675)	(70, 36.43166606483941)	(72, 36.41872926906363)	(74, 36.40356482785866)	(76, 36.36749858819299)	(78, 36.35309922472011)	(80, 36.312017264441984)	(82, 36.305716366663056)	(84, 36.29606365341944)	(86, 36.23084978475069)	(88, 36.191990346155926)	(90, 36.17382140040168)	(92, 36.1613910166549)	(94, 36.14140101167287)	(96, 36.083904032146535)	(98, 35.969041713159484)	(100, 35.75149039970997)
SRR23610939_GSM7062085_C_2T_9_Homo_sapiens_RNA-Seq	(1, 36.66538667933598)	(2, 36.68630047769984)	(3, 36.760920065359436)	(4, 36.75203835934116)	(5, 36.77565773323785)	(6, 36.79632272299689)	(7, 24.317193626059538)	(8, 36.78047738902248)	(9, 23.45072447864369)	(10, 36.78827489846262)	(12, 36.76854464568323)	(14, 36.76192053284686)	(16, 36.76542906718815)	(18, 36.74973933770289)	(20, 36.72870469674564)	(22, 36.68785099906652)	(24, 36.66997196140109)	(26, 36.64456968416724)	(28, 36.629683768376175)	(30, 36.62544329390066)	(32, 36.63552682832618)	(34, 36.62271658998697)	(36, 36.60578204898321)	(38, 36.60191267248281)	(40, 36.59764281370887)	(42, 36.601853469096184)	(44, 36.58241950364713)	(46, 36.57053491699301)	(48, 36.57061971895957)	(50, 36.55127278637866)	(52, 36.55640040779932)	(54, 36.55049067062902)	(56, 36.53407833853027)	(58, 36.53640263265221)	(60, 36.509885103253254)	(62, 36.47575311068188)	(64, 36.44402558953991)	(66, 36.44231349740418)	(68, 36.436808279913365)	(70, 36.44687620642135)	(72, 36.424871309383576)	(74, 36.40868857898691)	(76, 36.37620192861615)	(78, 36.367377435559035)	(80, 36.3258815336491)	(82, 36.3143079680353)	(84, 36.29910260471116)	(86, 36.240606207700466)	(88, 36.203419306609526)	(90, 36.18587323381534)	(92, 36.17194155196964)	(94, 36.148676276544776)	(96, 36.08765820723278)	(98, 35.976864792285554)	(100, 35.75938661650435)
SRR23610941_GSM7062083_C_2T_17_Homo_sapiens_RNA-Seq	(1, 36.5604940069903)	(2, 36.68060380142089)	(3, 36.72874535104735)	(4, 36.74722862384207)	(5, 36.795411472719614)	(6, 36.80626871670911)	(7, 25.71411055268059)	(8, 36.64226907215871)	(9, 24.262376583982878)	(10, 36.74323289475794)	(12, 36.786791076856204)	(14, 36.787777375166115)	(16, 36.78743731989306)	(18, 36.778811509474885)	(20, 36.76275374424134)	(22, 36.749206552864386)	(24, 36.7149353548296)	(26, 36.69824074123956)	(28, 36.69021768215819)	(30, 36.67747621393316)	(32, 36.674102237118504)	(34, 36.667347109090144)	(36, 36.656429043532455)	(38, 36.64593360775641)	(40, 36.64233873614343)	(42, 36.65243349990796)	(44, 36.63221340111593)	(46, 36.61442444714014)	(48, 36.59970454810748)	(50, 36.62206471831221)	(52, 36.61324484683293)	(54, 36.573724533824944)	(56, 36.58279353580117)	(58, 36.56499426702753)	(60, 36.5593627595796)	(62, 36.49396673904663)	(64, 36.51421929858219)	(66, 36.49440307025114)	(68, 36.46698989341371)	(70, 36.47946495828344)	(72, 36.464171325971634)	(74, 36.43751397396477)	(76, 36.36465801115533)	(78, 36.36018844192631)	(80, 36.32548019962102)	(82, 36.258091129025125)	(84, 36.26233534297658)	(86, 36.17729901297649)	(88, 36.189352909344315)	(90, 36.144504777038904)	(92, 36.102720185303546)	(94, 36.10836153133253)	(96, 36.01089302566582)	(98, 35.9635307687601)	(100, 34.08463146248821)
SRR23610946_GSM7062078_C_1T_17_Homo_sapiens_RNA-Seq	(1, 36.68004920246992)	(2, 36.69596986117676)	(3, 36.76606508237301)	(4, 36.75884098794937)	(5, 36.775167262059064)	(6, 36.791439657431035)	(7, 24.566264609293665)	(8, 36.78151053615813)	(9, 23.44516757165387)	(10, 36.792774888996405)	(12, 36.7728668340327)	(14, 36.766642961870396)	(16, 36.76848213984536)	(18, 36.75720272314045)	(20, 36.73883625516736)	(22, 36.702173477213975)	(24, 36.68473654992124)	(26, 36.66314871989217)	(28, 36.65531796053013)	(30, 36.64686470169313)	(32, 36.649240932916655)	(34, 36.6413184519154)	(36, 36.61981789478769)	(38, 36.610391131552845)	(40, 36.603155158172456)	(42, 36.60966274685674)	(44, 36.59116892285023)	(46, 36.5808176659837)	(48, 36.590673885940916)	(50, 36.559073359883)	(52, 36.55822144802478)	(54, 36.54846170002377)	(56, 36.52289520766065)	(58, 36.530262114869686)	(60, 36.492653589857795)	(62, 36.460575834272916)	(64, 36.43941261971207)	(66, 36.45072986686874)	(68, 36.43625689164804)	(70, 36.444062402633215)	(72, 36.425447495266056)	(74, 36.40980057322696)	(76, 36.3747367704521)	(78, 36.36696367408264)	(80, 36.329093250889066)	(82, 36.31730009750556)	(84, 36.30456861353072)	(86, 36.249516387818616)	(88, 36.20827651421339)	(90, 36.19068424399899)	(92, 36.18371511470209)	(94, 36.15858820242178)	(96, 36.09859348698242)	(98, 35.98758651950196)	(100, 35.77684009420329)
cell_line_1_0h_rep1	(1, 36.602481408393196)	(2, 36.69890530674936)	(3, 36.74752986808465)	(4, 36.764064003732905)	(5, 36.80201197639717)	(6, 36.810914075183)	(7, 25.106091339470588)	(8, 36.61017099417706)	(9, 24.089494794350095)	(10, 36.72340773216421)	(12, 36.78698082026655)	(14, 36.79275544624717)	(16, 36.79232178790501)	(18, 36.78557437128775)	(20, 36.76634719886458)	(22, 36.74516277984621)	(24, 36.71564018314555)	(26, 36.70015009380863)	(28, 36.69001059600074)	(30, 36.67329475003504)	(32, 36.6660919294236)	(34, 36.652545571193556)	(36, 36.620816614854434)	(38, 36.60732292754025)	(40, 36.607254444582274)	(42, 36.63090949537849)	(44, 36.606120003329494)	(46, 36.58245606442409)	(48, 36.56759068578944)	(50, 36.60436335307451)	(52, 36.59090906435357)	(54, 36.55262914818334)	(56, 36.5506990560085)	(58, 36.529333799417806)	(60, 36.48375683208209)	(62, 36.39635895655717)	(64, 36.428874991396135)	(66, 36.46822111860717)	(68, 36.4504528300807)	(70, 36.45289412115854)	(72, 36.45279393091084)	(74, 36.42496052214874)	(76, 36.3566525535825)	(78, 36.36208115678019)	(80, 36.32162552723066)	(82, 36.260137144895566)	(84, 36.27226034016768)	(86, 36.17381142430011)	(88, 36.20163489145389)	(90, 36.1770093027061)	(92, 36.128690597326184)	(94, 36.136325063067886)	(96, 36.04477435480986)	(98, 36.00888485796927)	(100, 34.03375595466967)
